selling_date,customer_id,sku_name,sku_quantity,total_revenue
16-08-2023,Customer 190,Tomato Hybrid,2,80
16-08-2023,Customer 190,Potato,5,152.5
16-08-2023,Customer 205,Cucumber Indian - Medium,3,75
16-08-2023,Customer 234,Bottle Gourd (Lauki ) - Medium,4,108
16-08-2023,Customer 234,Cabbage Local - Medium,5,85
16-08-2023,Customer 234,Chinese Cabbage,1.5,99
16-08-2023,Customer 234,Cauliflower (600-900gm/pc),5,95
16-08-2023,Customer 234,Coriander Hybrid,2,64
16-08-2023,Customer 234,Cucumber Indian - Medium,1,20
16-08-2023,Customer 234,curry leaves,0.5,25.5
16-08-2023,Customer 234,Ginger,1,113
16-08-2023,Customer 234,"Capsicum Green (Medium, misshapes, irregular size)",3,75
16-08-2023,Customer 190,Zucchini Green - Medium,1.5,105
16-08-2023,Customer 190,Broccoli,1,80
16-08-2023,Customer 190,Lettuce Green,0.75,56.25
16-08-2023,Customer 190,Lettuce Red,0.75,58.5
16-08-2023,Customer 190,Cauliflower (600-900gm/pc),1,21
16-08-2023,Customer 190,Mushroom Button,4,156
16-08-2023,Customer 190,Carrot Local - Medium,2,56
16-08-2023,Customer 190,Lettuce Iceberg,1.5,93
16-08-2023,Customer 190,Asparagus,0.25,45
16-08-2023,Customer 190,Beans Haricot,1,45
16-08-2023,Customer 190,Cherry Tomato,0.25,20.5
16-08-2023,Customer 190,Parsley,0.25,20.25
16-08-2023,Customer 190,curry leaves,0.1,5.5
16-08-2023,Customer 190,Garlic Peeled,0.5,272.5
16-08-2023,Customer 190,Chilli Small Spicy (Akash Chilli ),0.5,34
16-08-2023,Customer 190,Beetroot,1,39
16-08-2023,Customer 190,Brinjal Big - Bottle Black (Bharta Baingan / Eggplant ),1,40
16-08-2023,Customer 190,Baby Corn Peeled - Packet,0.5,52
16-08-2023,Customer 190,Snake Gourd (Kg),2,64
16-08-2023,Customer 190,Cabbage Local - Medium,1,16
16-08-2023,Customer 190,"Cucumber Indian (Big, misshapes)",1,15
16-08-2023,Customer 104,Cabbage Local - Medium,1,16
16-08-2023,Customer 104,"Capsicum Green (Medium, misshapes, irregular size)",3,87.75
16-08-2023,Customer 104,"Zucchini Yellow - Big, misshape",1,49
16-08-2023,Customer 104,Mint Leaves (Pudhina ),0.25,9.02
16-08-2023,Customer 104,Lettuce Iceberg,1,62
16-08-2023,Customer 104,Cabbage Red,1.5,105
16-08-2023,Customer 104,"Cucumber Indian (Big, misshapes)",4,60
16-08-2023,Customer 104,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",3,88.5
16-08-2023,Customer 104,"Capsicum Red (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 104,Cherry Tomato,0.5,41
16-08-2023,Customer 104,Pumpkin Red (Kadoo) (Pc),1,85
16-08-2023,Customer 104,"Bottle Gourd (Lauki) - Big, patches",1,19.5
16-08-2023,Customer 104,Methi (Fenugreek ),0.5,27.5
16-08-2023,Customer 104,Sweet Potato,1,45
16-08-2023,Customer 199,Beans Haricot,4,180
16-08-2023,Customer 199,Palak,2,66
16-08-2023,Customer 199,Coriander Hybrid,1.5,58.5
16-08-2023,Customer 199,Mint Leaves (Pudhina ),0.5,18.5
16-08-2023,Customer 199,Cabbage Local - Big,1,22
16-08-2023,Customer 199,Capsicum Green - Big,3,153
16-08-2023,Customer 199,Capsicum Yellow - Big,0.5,86
16-08-2023,Customer 199,Capsicum Red - Big,0.5,86
16-08-2023,Customer 199,Lemon Yellow,3,306
16-08-2023,Customer 199,Cauliflower (600-900gm/pc),5,105
16-08-2023,Customer 199,Potato,5,152.5
16-08-2023,Customer 199,curry leaves,0.2,11
16-08-2023,Customer 199,Tomato Hybrid,10,400
16-08-2023,Customer 199,Onion,10,285
16-08-2023,Customer 199,Spring Onion,0.5,25
16-08-2023,Customer 199,Bottle Gourd (Lauki ) - Medium,1,29.5
16-08-2023,Customer 199,Chilli Small Spicy (Akash Chilli ),1,68
16-08-2023,Customer 234,Chilli Small Spicy (Akash Chilli ),0.5,38
16-08-2023,Customer 234,Lemon Yellow,1,105
16-08-2023,Customer 234,Potato,5,140
16-08-2023,Customer 234,Palak,1,31
16-08-2023,Customer 234,Spring Onion,1,49
16-08-2023,Customer 234,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",15,345
16-08-2023,Customer 234,Tomato Hybrid,5,190
16-08-2023,Customer 234,Broccoli,1,78
16-08-2023,Customer 234,Zucchini Green - Medium,2,146
16-08-2023,Customer 234,Lettuce Iceberg,0.5,36
16-08-2023,Customer 234,Parsley,0.25,21.25
16-08-2023,Customer 234,Cabbage Red,2,136
16-08-2023,Customer 234,"Capsicum Red (Medium, misshapes, irregular size)",0.5,50
16-08-2023,Customer 234,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,50
16-08-2023,Customer 180,Tomato Hybrid,5,200
16-08-2023,Customer 180,Onion,15,427.5
16-08-2023,Customer 180,"Bottle Gourd (Lauki) - Big, patches",2,39
16-08-2023,Customer 083,Orange Imported,2.1,535.5
16-08-2023,Customer 083,Apple,2,400
16-08-2023,Customer 083,Watermelon Kiran,2,194
16-08-2023,Customer 068,"Capsicum Green (Medium, misshapes, irregular size)",2,60
16-08-2023,Customer 068,"Capsicum Red (Medium, misshapes, irregular size)",2,224
16-08-2023,Customer 068,Palak,3,99
16-08-2023,Customer 147,Palak,10,310
16-08-2023,Customer 147,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",3,69
16-08-2023,Customer 147,Onion - Medium,5,105
16-08-2023,Customer 147,Potato,5,140
16-08-2023,Customer 147,Garlic Peeled,0.5,262.5
16-08-2023,Customer 155,Garlic Whole,2,740
16-08-2023,Customer 155,Carrot Local - Medium,3,84
16-08-2023,Customer 155,"Capsicum Green (Medium, misshapes, irregular size)",3,90
16-08-2023,Customer 155,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
16-08-2023,Customer 155,"Cucumber Indian (Big, misshapes)",1,15
16-08-2023,Customer 130,Pineapple,1,69
16-08-2023,Customer 130,Orange Imported,0.5,127.5
16-08-2023,Customer 130,Watermelon Kiran,1,97
16-08-2023,Customer 130,Onion,10,285
16-08-2023,Customer 137,Apple,1,200
16-08-2023,Customer 137,Papaya Raw,0.5,21
16-08-2023,Customer 137,Pineapple,3,207
16-08-2023,Customer 137,Green Apple,1,255
16-08-2023,Customer 137,Watermelon Kiran,2,194
16-08-2023,Customer 137,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 137,Palak,0.5,16.5
16-08-2023,Customer 137,Onion - Medium,5,114.5
16-08-2023,Customer 137,Carrot Local - Medium,4,112
16-08-2023,Customer 137,Tomato Hybrid,1,40
16-08-2023,Customer 137,Zucchini Green - Medium,1,70
16-08-2023,Customer 137,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 137,Broccoli,1,80
16-08-2023,Customer 137,Mushroom Button,17,663
16-08-2023,Customer 137,Chinese Cabbage,6.5,422.5
16-08-2023,Customer 137,Spring Onion,1.5,75
16-08-2023,Customer 137,Leeks,0.5,44
16-08-2023,Customer 137,Lemon Yellow,1,102
16-08-2023,Customer 137,Lettuce Iceberg,0.5,31
16-08-2023,Customer 068,"Capsicum Yellow (Medium, misshapes, irregular size)",2,224
16-08-2023,Customer 068,Tomato Hybrid,6,240
16-08-2023,Customer 068,Onion,25,712.5
16-08-2023,Customer 068,Potato,5,152.5
16-08-2023,Customer 068,Cabbage Local - Medium,4,64
16-08-2023,Customer 068,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 068,Broccoli,0.9,72
16-08-2023,Customer 068,Cucumber Indian - Medium,8,200
16-08-2023,Customer 068,Carrot Local,4,196
16-08-2023,Customer 068,Lemon Yellow,10,1020
16-08-2023,Customer 068,Beans Haricot,1,45
16-08-2023,Customer 068,Cabbage Red,0.5,35
16-08-2023,Customer 068,Banana Leaf,2,86
16-08-2023,Customer 068,Radish White,2,64
16-08-2023,Customer 068,curry leaves,0.3,16.5
16-08-2023,Customer 180,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 180,Cucumber Indian - Medium,4,100
16-08-2023,Customer 180,Spring Onion,0.5,25
16-08-2023,Customer 180,Lemon Yellow,1,102
16-08-2023,Customer 180,Chilli Small Spicy (Akash Chilli ),2,136
16-08-2023,Customer 180,Radish White,1,32
16-08-2023,Customer 180,Carrot Local,3,147
16-08-2023,Customer 180,curry leaves,0.2,11
16-08-2023,Customer 140,Tomato Hybrid,3,120
16-08-2023,Customer 140,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
16-08-2023,Customer 140,Coriander Hybrid,3,117
16-08-2023,Customer 140,Cauliflower (600-900gm/pc),3,63
16-08-2023,Customer 140,Garlic Peeled,0.5,272.5
16-08-2023,Customer 140,Chilli Small Spicy (Akash Chilli ),2,136
16-08-2023,Customer 140,Cabbage Local - Medium,3,48
16-08-2023,Customer 140,Onion,15,427.5
16-08-2023,Customer 140,Ginger,0.5,57.5
16-08-2023,Customer 092,Carrot Local - Medium,5,140
16-08-2023,Customer 092,Cabbage Local - Medium,8,128
16-08-2023,Customer 092,Beans Haricot,1,45
16-08-2023,Customer 092,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 092,Garlic Peeled,1,545
16-08-2023,Customer 103,Palak,0.5,16.5
16-08-2023,Customer 103,Tomato Hybrid,1,40
16-08-2023,Customer 103,Onion,10,285
16-08-2023,Customer 103,Coriander Hybrid,0.7,27.3
16-08-2023,Customer 103,Capsicum Green - Big,1,51
16-08-2023,Customer 103,Cauliflower (600-900gm/pc),2,42
16-08-2023,Customer 103,Chinese Cabbage,1,65
16-08-2023,Customer 103,Carrot Local,2,98
16-08-2023,Customer 103,Spring Onion,2,100
16-08-2023,Customer 103,Cabbage Local - Big,5,110
16-08-2023,Customer 103,Bok Choy (Pok Choy ),0.5,34.5
16-08-2023,Customer 103,Ginger,1,115
16-08-2023,Customer 103,Radish White,2,64
16-08-2023,Customer 036,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 036,Palak,1,33
16-08-2023,Customer 036,Tomato Hybrid,1,40
16-08-2023,Customer 036,Onion,5,142.5
16-08-2023,Customer 036,Potato,5,152.5
16-08-2023,Customer 036,Coriander Hybrid,0.8,31.2
16-08-2023,Customer 036,Broccoli,1.1,88
16-08-2023,Customer 036,Cauliflower (600-900gm/pc),2,42
16-08-2023,Customer 036,Cucumber Indian - Medium,1,25
16-08-2023,Customer 036,Chinese Cabbage,1,65
16-08-2023,Customer 036,Carrot Local,3,147
16-08-2023,Customer 036,Spring Onion,1,50
16-08-2023,Customer 036,Cabbage Local - Big,8,176
16-08-2023,Customer 036,Beans Haricot,1,45
16-08-2023,Customer 036,Lemon Green ( Lime ),1,102
16-08-2023,Customer 251,Lemon Green ( Lime ),1,102
16-08-2023,Customer 251,Lemon Yellow,4,408
16-08-2023,Customer 251,Mint Leaves (Pudhina ),0.5,18.5
16-08-2023,Customer 251,Cucumber Indian - Medium,4,100
16-08-2023,Customer 251,Coriander Hybrid,1,39
16-08-2023,Customer 251,Chilli Small Spicy (Akash Chilli ),1,68
16-08-2023,Customer 251,Garlic Peeled,1,545
16-08-2023,Customer 251,Ginger,0.5,57.5
16-08-2023,Customer 251,Onion,10,285
16-08-2023,Customer 251,Beans Haricot,1,45
16-08-2023,Customer 251,Carrot Local,2,98
16-08-2023,Customer 251,Cabbage Local - Big,1,22
16-08-2023,Customer 251,Spring Onion,0.5,25
16-08-2023,Customer 251,Beetroot,1,39
16-08-2023,Customer 251,Tomato Hybrid,3,120
16-08-2023,Customer 251,Broccoli,0.5,40
16-08-2023,Customer 087,Capsicum Green - Big,1,51
16-08-2023,Customer 045,Capsicum Yellow - Big,3,486
16-08-2023,Customer 087,Coriander Hybrid,1,39
16-08-2023,Customer 087,Cucumber Indian - Medium,2,50
16-08-2023,Customer 087,Garlic Peeled,1,545
16-08-2023,Customer 087,Ginger,1,115
16-08-2023,Customer 087,Chilli Small Spicy (Akash Chilli ),0.5,34
16-08-2023,Customer 087,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
16-08-2023,Customer 087,Mint Leaves (Pudhina ),0.25,9.25
16-08-2023,Customer 087,Onion,15,427.5
16-08-2023,Customer 087,Onion - Medium,5,114.5
16-08-2023,Customer 087,Palak,0.5,16.5
16-08-2023,Customer 087,Potato,20,610
16-08-2023,Customer 087,Tomato Hybrid,12,480
16-08-2023,Customer 092,Onion - Medium,5,114.5
16-08-2023,Customer 092,Spring Onion,1.5,75
16-08-2023,Customer 092,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 092,Chilli Small Spicy (Akash Chilli ),0.5,34
16-08-2023,Customer 092,Baby Corn Peeled - Packet,1,104
16-08-2023,Customer 092,Ginger,0.5,57.5
16-08-2023,Customer 237,"Capsicum Green (Medium, misshapes, irregular size)",8,240
16-08-2023,Customer 237,Palak,4,132
16-08-2023,Customer 237,Onion,15,427.5
16-08-2023,Customer 237,Coriander Hybrid,3,117
16-08-2023,Customer 237,Cauliflower (600-900gm/pc),10,210
16-08-2023,Customer 237,Carrot Local,4,196
16-08-2023,Customer 237,Spring Onion,1.5,75
16-08-2023,Customer 237,Cabbage Local - Big,1,22
16-08-2023,Customer 237,Ginger,2,230
16-08-2023,Customer 237,Beans Haricot,4,180
16-08-2023,Customer 237,Ladies Finger - Okra/Bhindi,4,196
16-08-2023,Customer 237,Chilli Small Spicy (Akash Chilli ),1,68
16-08-2023,Customer 237,Mint Leaves (Pudhina ),0.6,22.2
16-08-2023,Customer 237,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
16-08-2023,Customer 237,Bitter Gourd (Karela ),2,84
16-08-2023,Customer 183,Apple,0.5,100
16-08-2023,Customer 183,Watermelon Kiran,2,194
16-08-2023,Customer 183,Orange Kinnow,6,408
16-08-2023,Customer 183,Mint Leaves (Pudhina ),0.5,18.5
16-08-2023,Customer 183,Lemon Yellow,1,102
16-08-2023,Customer 033,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 033,"Capsicum Red (Medium, misshapes, irregular size)",0.5,56
16-08-2023,Customer 033,Palak,1,33
16-08-2023,Customer 033,Tomato Hybrid,1,40
16-08-2023,Customer 033,"Lemon (medium, spots, 25-40 pcs/kg)",1,75
16-08-2023,Customer 033,Onion,5,142.5
16-08-2023,Customer 033,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 033,Broccoli,0.5,40
16-08-2023,Customer 033,Cauliflower (600-900gm/pc),2,42
16-08-2023,Customer 033,Mushroom Button,6,234
16-08-2023,Customer 033,Carrot Local,2,98
16-08-2023,Customer 033,Spring Onion,2,100
16-08-2023,Customer 033,Cabbage Local - Big,7,154
16-08-2023,Customer 033,Celery,0.5,34.5
16-08-2023,Customer 033,Garlic Peeled,0.5,272.5
16-08-2023,Customer 033,Chilli Small Spicy (Akash Chilli ),0.5,34
16-08-2023,Customer 033,Chow Chow,1,28
16-08-2023,Customer 033,Baby Corn Peeled - Packet,1.5,156
16-08-2023,Customer 033,Pineapple,1,69
16-08-2023,Customer 102,Carrot Local - Medium,1,28
16-08-2023,Customer 102,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 102,"Capsicum Red (Medium, misshapes, irregular size)",0.5,56
16-08-2023,Customer 102,"Capsicum Yellow (Medium, misshapes, irregular size)",0.5,56
16-08-2023,Customer 102,Cauliflower (600-900gm/pc),1,21
16-08-2023,Customer 102,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 102,Cucumber Indian - Medium,1,25
16-08-2023,Customer 102,Chilli Small Spicy (Akash Chilli ),0.5,34
16-08-2023,Customer 102,Garlic Peeled,0.5,272.5
16-08-2023,Customer 102,Ginger,0.5,57.5
16-08-2023,Customer 102,Palak,0.6,19.8
16-08-2023,Customer 102,Spring Onion,1,50
16-08-2023,Customer 102,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",1,29.5
16-08-2023,Customer 102,Lemon Green ( Lime ),1,102
16-08-2023,Customer 102,Methi (Fenugreek ),0.7,38.5
16-08-2023,Customer 049,Carrot Local - Medium,5,180
16-08-2023,Customer 049,Beans Haricot,2,72
16-08-2023,Customer 049,Onion - Medium,50,1050
16-08-2023,Customer 049,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",20,460
16-08-2023,Customer 049,Potato,5,140
16-08-2023,Customer 049,Garlic Whole,4,1380
16-08-2023,Customer 049,Chilli Long Green,1.5,85.5
16-08-2023,Customer 049,curry leaves,1,51
16-08-2023,Customer 049,Spring Onion,1,49
16-08-2023,Customer 049,Coriander Hybrid,1,32
16-08-2023,Customer 049,Capsicum Green - Big,3,138
16-08-2023,Customer 049,Cauliflower (600-900gm/pc),3,57
16-08-2023,Customer 049,Mushroom Button,6,234
16-08-2023,Customer 251,Cherry Tomato,0.25,20.5
16-08-2023,Customer 251,Onion - Medium,5,114.5
16-08-2023,Customer 251,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",5,147.5
16-08-2023,Customer 251,"Potato - (Medium, 17-20 pcs/kg)",5,125
16-08-2023,Customer 251,Pumpkin Red (Kadoo) (Pc),1,85
16-08-2023,Customer 122,Cucumber Indian - Medium,5,125
16-08-2023,Customer 122,Carrot Local,4,196
16-08-2023,Customer 122,Capsicum Green - Big,2,102
16-08-2023,Customer 122,Capsicum Yellow - Big,0.5,86
16-08-2023,Customer 122,Capsicum Red - Big,0.5,86
16-08-2023,Customer 122,Lemon Yellow,3,306
16-08-2023,Customer 122,Chilli Small Spicy (Akash Chilli ),2.5,170
16-08-2023,Customer 122,Coriander Hybrid,1,39
16-08-2023,Customer 257,Cauliflower (600-900gm/pc),15,315
16-08-2023,Customer 257,Cucumber Indian - Medium,1.2,30
16-08-2023,Customer 257,Garlic Peeled,1,545
16-08-2023,Customer 257,"Lemon (medium, spots, 25-40 pcs/kg)",4,300
16-08-2023,Customer 257,Tomato Hybrid,2,80
16-08-2023,Customer 257,Banana Leaf,1,43
16-08-2023,Customer 257,Banana Raw,1.2,64.8
16-08-2023,Customer 184,Pineapple,2,138
16-08-2023,Customer 184,Lemon Yellow,6,612
16-08-2023,Customer 184,Cucumber Indian - Medium,1,25
16-08-2023,Customer 184,Pomegranate,0.5,80
16-08-2023,Customer 067,Tomato Hybrid,8,320
16-08-2023,Customer 067,Chilli Small Spicy (Akash Chilli ),4,272
16-08-2023,Customer 067,Carrot Local - Medium,5,140
16-08-2023,Customer 067,Beans Haricot,1,45
16-08-2023,Customer 067,Cucumber Indian - Medium,15,375
16-08-2023,Customer 067,Lemon Yellow,6,612
16-08-2023,Customer 067,Lemon Green ( Lime ),1,102
16-08-2023,Customer 067,"Capsicum Red (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 067,"Capsicum Yellow (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 067,Capsicum Green - Big,3,153
16-08-2023,Customer 067,Parsley,0.25,20.25
16-08-2023,Customer 067,Basil Leaves,0.25,19.75
16-08-2023,Customer 067,Ginger,1,115
16-08-2023,Customer 067,Coriander Hybrid,4.2,163.8
16-08-2023,Customer 067,Spring Onion,3,150
16-08-2023,Customer 067,Mint Leaves (Pudhina ),1,37
16-08-2023,Customer 067,Palak,2,66
16-08-2023,Customer 067,"Ridge Gourd (Farm, Misshape)",6,150
16-08-2023,Customer 238,Capsicum Green - Big,6,306
16-08-2023,Customer 238,Cauliflower (600-900gm/pc),10,210
16-08-2023,Customer 238,Ginger,1,115
16-08-2023,Customer 238,Ladies Finger - Okra/Bhindi,3,147
16-08-2023,Customer 238,Chilli Long Green,0.5,28
16-08-2023,Customer 238,Beetroot,1,39
16-08-2023,Customer 238,Cucumber Indian - Medium,2,50
16-08-2023,Customer 238,Palak,5,165
16-08-2023,Customer 238,Coriander Hybrid,2,78
16-08-2023,Customer 238,Mint Leaves (Pudhina ),2.25,83.25
16-08-2023,Customer 238,Dill leaves,1,56
16-08-2023,Customer 238,Spring Onion,1,50
16-08-2023,Customer 238,Lemon Yellow,2,204
16-08-2023,Customer 128,Tomato Hybrid,5,200
16-08-2023,Customer 128,Capsicum Green - Big,10,510
16-08-2023,Customer 061,Carrot Local,4,196
16-08-2023,Customer 061,Cucumber English,5,195
16-08-2023,Customer 061,Bok Choy (Pok Choy ),6,414
16-08-2023,Customer 061,Cabbage Red,2,140
16-08-2023,Customer 061,Cabbage Local - Big,3,66
16-08-2023,Customer 061,Lemon Yellow,2,204
16-08-2023,Customer 061,Radish White,1,32
16-08-2023,Customer 061,Lettuce Iceberg,2,124
16-08-2023,Customer 061,Tomato Hybrid,6,240
16-08-2023,Customer 069,Palak,1.5,49.5
16-08-2023,Customer 069,Coriander Hybrid,1.5,58.5
16-08-2023,Customer 069,Spring Onion,1,50
16-08-2023,Customer 069,Mint Leaves (Pudhina ),1,37
16-08-2023,Customer 069,Chilli Small Spicy (Akash Chilli ),1.5,102
16-08-2023,Customer 069,Capsicum Green - Big,5,255
16-08-2023,Customer 069,Zucchini Green - Medium,0.5,35
16-08-2023,Customer 069,Lemon Green ( Lime ),3,306
16-08-2023,Customer 069,Capsicum Red - Big,2.5,430
16-08-2023,Customer 069,Capsicum Yellow - Big,2.5,430
16-08-2023,Customer 069,Lemon Yellow,8,816
16-08-2023,Customer 069,"Zucchini Yellow - Big, misshape",0.5,24.5
16-08-2023,Customer 069,Carrot Local,4,196
16-08-2023,Customer 069,Cucumber Indian - Medium,4,100
16-08-2023,Customer 069,Beans Haricot,2,90
16-08-2023,Customer 069,Ginger,1.5,172.5
16-08-2023,Customer 069,Garlic Whole,3,1110
16-08-2023,Customer 069,Tomato Hybrid,2,80
16-08-2023,Customer 069,Onion,20,570
16-08-2023,Customer 243,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 243,"Capsicum Red (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 243,Cucumber Indian - Medium,4,100
16-08-2023,Customer 243,Tomato Hybrid,4,160
16-08-2023,Customer 243,Watermelon Kiran,2,194
16-08-2023,Customer 243,Kiwi (Box),1,150
16-08-2023,Customer 243,Ginger,0.5,57.5
16-08-2023,Customer 243,Apple,1,200
16-08-2023,Customer 243,Lettuce Green,0.25,18.75
16-08-2023,Customer 243,Carrot Local,1,49
16-08-2023,Customer 243,Zucchini Yellow - Medium,1,78
16-08-2023,Customer 128,Onion - Medium,10,229
16-08-2023,Customer 012,Cabbage Local - Big,7.5,165
16-08-2023,Customer 012,Chinese Cabbage,1.5,97.5
16-08-2023,Customer 012,Carrot Local,1,47.78
16-08-2023,Customer 012,Carrot Local - Medium,1,28
16-08-2023,Customer 012,"Capsicum Red (Medium, misshapes, irregular size)",0.5,56
16-08-2023,Customer 012,Coriander Hybrid,0.5,19.01
16-08-2023,Customer 012,Bok Choy (Pok Choy ),0.7,48.3
16-08-2023,Customer 012,Palak,0.5,16.09
16-08-2023,Customer 012,Spring Onion,0.5,24.38
16-08-2023,Customer 012,Baby Corn Peeled - Packet,0.5,50.7
16-08-2023,Customer 012,Broccoli,0.5,40
16-08-2023,Customer 012,Garlic Whole,1,360.75
16-08-2023,Customer 012,Ginger,0.5,56.06
16-08-2023,Customer 012,Mint Leaves (Pudhina ),0.25,9.02
16-08-2023,Customer 012,Zucchini Green - Medium,0.5,34.3
16-08-2023,Customer 012,Zucchini Yellow - Medium,0.5,38.22
16-08-2023,Customer 012,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",1,29.5
16-08-2023,Customer 012,"Capsicum Green (Medium, misshapes, irregular size)",1,29.25
16-08-2023,Customer 012,Radish White,1,32
16-08-2023,Customer 012,"Ridge Gourd (Farm, Misshape)",1,25
16-08-2023,Customer 012,"Bottle Gourd (Lauki) - Big, patches",1,19.5
16-08-2023,Customer 172,Onion,40,1140
16-08-2023,Customer 172,Tomato Hybrid,25,1000
16-08-2023,Customer 172,Potato,10,305
16-08-2023,Customer 172,"Lemon (medium, spots, 25-40 pcs/kg)",5,375
16-08-2023,Customer 172,Coriander Hybrid,2.1,81.9
16-08-2023,Customer 172,Chilli Long Green,3,168
16-08-2023,Customer 172,"Capsicum Green (Medium, misshapes, irregular size)",2,60
16-08-2023,Customer 172,Mint Leaves (Pudhina ),0.3,11.1
16-08-2023,Customer 172,Ginger,1,115
16-08-2023,Customer 172,Carrot Local - Medium,2,56
16-08-2023,Customer 172,Cabbage Local - Big,3.4,74.8
16-08-2023,Customer 172,Cauliflower (600-900gm/pc),1,21
16-08-2023,Customer 172,Palak,3.1,102.3
16-08-2023,Customer 003,"Tomato Hybrid (Mix of medium, semi ripe 12-16 pcs/kg)",20,590
16-08-2023,Customer 003,Onion - Medium,5,114.5
16-08-2023,Customer 003,Onion,15,427.5
16-08-2023,Customer 003,Garlic Whole,1,370
16-08-2023,Customer 003,Chilli Long Green,0.5,28
16-08-2023,Customer 003,Coriander Hybrid,0.5,19.5
16-08-2023,Customer 003,Mint Leaves (Pudhina ),0.6,22.2
16-08-2023,Customer 003,Ginger,0.5,57.5
16-08-2023,Customer 003,Cauliflower (600-900gm/pc),3,63
16-08-2023,Customer 003,Beans Haricot,1,45
16-08-2023,Customer 003,Lemon Yellow,2,204
16-08-2023,Customer 003,Ladies Finger - Okra/Bhindi,1,49
16-08-2023,Customer 003,Beetroot,1,39
16-08-2023,Customer 003,Cabbage Local - Medium,3,48
16-08-2023,Customer 003,Papaya Raw,0.6,25.2
16-08-2023,Customer 162,Cauliflower (600-900gm/pc),130,2587
16-08-2023,Customer 162,Palak,30,930
16-08-2023,Customer 162,Banana Leaf,10,420
16-08-2023,Customer 162,Celery,2,138
16-08-2023,Customer 162,Methi (Fenugreek ),2.2,121
16-08-2023,Customer 162,Beans Haricot,20,840
16-08-2023,Customer 162,Coriander Hybrid,8,296
16-08-2023,Customer 162,Basil Leaves,1,79
16-08-2023,Customer 162,Spring Onion,3,144
16-08-2023,Customer 162,"Lemon (medium, spots, 25-40 pcs/kg)",1,72
16-08-2023,Customer 162,Onion,50,1425
16-08-2023,Customer 162,Amaranth Red,4,240
16-08-2023,Customer 162,Gongura Soppu,4,276
16-08-2023,Customer 162,Chinese Cabbage,5.5,357.5
16-08-2023,Customer 162,Ginger,3,324
16-08-2023,Customer 162,Lettuce Romaine,1,80
16-08-2023,Customer 162,Bitter Gourd (Karela ),5,200
16-08-2023,Customer 162,Ladies Finger - Okra/Bhindi,3,141
16-08-2023,Customer 162,Chilli Long Green,0.5,27
16-08-2023,Customer 162,Chilli Small Spicy (Akash Chilli ),0.5,32.5
16-08-2023,Customer 040,Cauliflower (600-900gm/pc),6,126
16-08-2023,Customer 040,Cucumber Indian - Medium,5,125
16-08-2023,Customer 040,"Capsicum Green (Medium, misshapes, irregular size)",1,30
16-08-2023,Customer 040,"Capsicum Red (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 040,"Capsicum Yellow (Medium, misshapes, irregular size)",1,112
16-08-2023,Customer 040,Capsicum Green - Big,1,51
16-08-2023,Customer 040,Carrot Local,2,98
16-08-2023,Customer 040,Lemon Green ( Lime ),5,510
16-08-2023,Customer 040,Ginger,4,460
16-08-2023,Customer 040,Beans Haricot,1,45
16-08-2023,Customer 040,Coriander Hybrid,1.5,58.5
16-08-2023,Customer 040,Mint Leaves (Pudhina ),0.5,18.5
16-08-2023,Customer 040,Spring Onion,0.5,25
16-08-2023,Customer 040,Methi (Fenugreek ),0.5,27.5
16-08-2023,Customer 040,Ladies Finger - Okra/Bhindi,1,49
16-08-2023,Customer 040,Raw Mango,1,200
16-08-2023,Customer 040,curry leaves,0.1,5.5
16-08-2023,Customer 040,Watermelon Kiran,2,194
